"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_dims_and_coords","tests.unit.image","Tue Jul 08 19:15:12 GMT 2025","passed","Tue Jul 08 19:15:12 GMT 2025","make_empty_aperture_image_tests","test_image","",""
"","57","test_get_baselines[ms_minimal_without_opt-expected_output2]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:15 GMT 2025","passed","Tue Jul 08 19:15:15 GMT 2025","","test_read_main_table","",""
"","17","test_create_info_dicts","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_msv4_info_dicts","",""
"","3426","test_multibeam","tests.unit.image","Tue Jul 08 19:15:08 GMT 2025","passed","Tue Jul 08 19:15:12 GMT 2025","fits_to_xds_test","test_image","",""
"","1","test_check_array_dtype_mismatch_expect","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","1","test_redimension_ms_subtable_phase_cal","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:14 GMT 2025","passed","Tue Jul 08 19:15:14 GMT 2025","","test_read","",""
"","1","test_add_encoding_with_wrong_chunks","tests.unit.measurement_set._utils._zarr","Tue Jul 08 19:15:19 GMT 2025","passed","Tue Jul 08 19:15:19 GMT 2025","","test_encoding","",""
"","1","test_read_flat_col_chunk_time","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:15 GMT 2025","passed","Tue Jul 08 19:15:15 GMT 2025","","test_read","",""
"Test getting combined field and source dataset with ephemeris from a processing set","1332","test_get_combined_field_and_source_xds_ephemeris[ALMA_uid___A002_X1003af4_X75a3.split.avg.ms]","tests.unit.measurement_set","Tue Jul 08 19:16:56 GMT 2025","passed","Tue Jul 08 19:16:57 GMT 2025","TestProcessingSetXdtWithEphemerisData","test_processing_set_xdt","",""
"","0","test_itemsize_pointing_spec","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","84","test_load_generic_table_source[ms_minimal_misbehaved-expected_additional_columns1]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:14 GMT 2025","passed","Tue Jul 08 19:15:14 GMT 2025","","test_read","",""
"","2","test_check_dataset_extra_datavar","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","7","test_create_antenna_xds_empty","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_create_antenna_xds","",""
"","0","test_dims","tests.unit.image","Tue Jul 08 19:15:12 GMT 2025","passed","Tue Jul 08 19:15:12 GMT 2025","make_empty_lmuv_image_tests","test_image","",""
"","0","test_check_chunksize[chunksize0-main-expectation0]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","0","test_get_pad_value_baseline_id","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:14 GMT 2025","passed","Tue Jul 08 19:15:14 GMT 2025","","test_read","",""
"Test xds has correct l and m values and attributes","1","test_xds_l_m_axis","tests.unit.image","Tue Jul 08 19:14:52 GMT 2025","passed","Tue Jul 08 19:14:52 GMT 2025","casa_image_to_xds_test","test_image","",""
"","0","test_convert_casacore_time[times6-False-expected_result6]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","1","test_mem_chunksize_to_dict_pointing[0.5-dim_sizes1-expected_chunksize1]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","0","test_parse_chunksize[0.01-main-xds6-expected_chunksize6-expected_error6]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","1","test_create_weather_xds_empty_ant_ids","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_msv4_sub_xdss","",""
"","0","test_check_chunksize[chunksize2-main-expectation2]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","1","test_vel_coord","tests.unit.image","Tue Jul 08 19:15:12 GMT 2025","passed","Tue Jul 08 19:15:12 GMT 2025","make_empty_lmuv_image_tests","test_image","",""
"","1","test_check_array_missing_attr","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","0","test_attrs","tests.unit.image","Tue Jul 08 19:15:12 GMT 2025","passed","Tue Jul 08 19:15:12 GMT 2025","make_empty_aperture_image_tests","test_image","",""
"","1","test_calc_used_gb","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","1","test_itemsize_spec","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","2","test_get_utimes_tol[where DATA_DESC_ID IN [0,1,2,3] AND SCAN_NUMBER = 1 AND STATE_ID = 0-expected_output4]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:15 GMT 2025","passed","Tue Jul 08 19:15:15 GMT 2025","","test_read_main_table","",""
"","26","test_check_dict_dict_attribute","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"Test xds has correct beam values and attributes","1","test_xds_beam_param_axis","tests.unit.image","Tue Jul 08 19:14:52 GMT 2025","passed","Tue Jul 08 19:14:52 GMT 2025","casa_image_to_xds_test","test_image","",""
"Test xds has correct time axis values","1","test_xds_time_vals","tests.unit.image","Tue Jul 08 19:15:07 GMT 2025","passed","Tue Jul 08 19:15:07 GMT 2025","xds_to_zarr_to_xds_test","test_image","",""
"","33","test_create_paritions_ms_min","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:19 GMT 2025","","test_partition_queries","",""
"","0","test_check_chunksize[chunksize4-main-expectation4]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","1","test_find_projected_min_max_table[in_min_max0-expected_result0]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"Test that summary raises an exception on empty DataTree","1","test_summary_empty","tests.unit.measurement_set","Tue Jul 08 19:16:00 GMT 2025","passed","Tue Jul 08 19:16:00 GMT 2025","TestProcessingSetXdtErrors","test_processing_set_xdt","",""
"","1","test_check_dataset_wrong_dim_order","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"Test values and attributes on the time axis","3","test_xds_time_axis","tests.unit.image","Tue Jul 08 19:14:52 GMT 2025","passed","Tue Jul 08 19:14:52 GMT 2025","casa_image_to_xds_test","test_image","",""
"","2","test_create_field_and_source_xds_minimal_wrong_field_ids","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_create_field_and_source_xds","",""
"","0","test_parse_chunksize[0.0002-pointing-xds8-expected_chunksize8-expected_error8]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","1","test_parse_chunksize[0.02-main-xds4-expected_chunksize4-expected_error4]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","2","test_get_utimes_tol[where DATA_DESC_ID = 0 AND SCAN_NUMBER = 1 AND STATE_ID = 0-expected_output1]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:15 GMT 2025","passed","Tue Jul 08 19:15:15 GMT 2025","","test_read_main_table","",""
"","0","test_is_ephem_subtable_ms","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:14 GMT 2025","passed","Tue Jul 08 19:15:14 GMT 2025","","test_read","",""
"","1","test_check_array_constructor_mixed","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","2","test_get_utimes_tol[where DATA_DESC_ID = 0 AND SCAN_NUMBER = 1 AND STATE_ID = 1-expected_output6]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:15 GMT 2025","passed","Tue Jul 08 19:15:15 GMT 2025","","test_read_main_table","",""
"","1","test_get_baselines_custom[ms_custom_spec0]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:15 GMT 2025","passed","Tue Jul 08 19:15:15 GMT 2025","","test_read_main_table","",""
"","16","test_load_generic_table_source[ms_minimal_required-expected_additional_columns0]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:14 GMT 2025","passed","Tue Jul 08 19:15:14 GMT 2025","","test_read","",""
"","9","test_create_partitions_ms_min_with_other","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:19 GMT 2025","passed","Tue Jul 08 19:15:19 GMT 2025","","test_partition_queries","",""
"","1","test_read_flat_col_chunk_flag","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:15 GMT 2025","passed","Tue Jul 08 19:15:15 GMT 2025","","test_read","",""
"","3","test_create_pointing_xds_empty_time_interp","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_msv4_sub_xdss","",""
"","95","test_table_exists[ms_minimal_required-True]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"Ensure that extracting the model from the dataclass is consistent","0","test_xarray_dataclass_to_array_schema","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","2737","test_uv_image","tests.unit.image","Tue Jul 08 19:14:49 GMT 2025","passed","Tue Jul 08 19:14:52 GMT 2025","casa_image_to_xds_test","test_image","",""
"Test xds has correct velocity values and metadata","1","test_xds_vel_axis","tests.unit.image","Tue Jul 08 19:15:12 GMT 2025","passed","Tue Jul 08 19:15:12 GMT 2025","fits_to_xds_test","test_image","",""
"","1","test_check_chunksize[chunksize1-pointing-expectation1]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","1","test_check_dataset_dtype_mismatch","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","19","test_create_antenna_xds_minimal_wrong_feed_ids","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_create_antenna_xds","",""
"Test xds has correct RA and Dec values and attributes","1","test_xds_ra_dec_axis","tests.unit.image","Tue Jul 08 19:15:07 GMT 2025","passed","Tue Jul 08 19:15:07 GMT 2025","xds_to_zarr_to_xds_test","test_image","",""
"","5","test_table_exists[generic_antenna_xds_min-False]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","3","test_create_pointing_xds_empty","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_msv4_sub_xdss","",""
"","26","test_create_pointing_xds_min_time_interp","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_msv4_sub_xdss","",""
"Test xds has correct pixel values","353","test_xds_pixel_values","tests.unit.image","Tue Jul 08 19:15:12 GMT 2025","passed","Tue Jul 08 19:15:12 GMT 2025","fits_to_xds_test","test_image","",""
"","1","test_get_baselines[ms_empty_required-expected_output0]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:15 GMT 2025","passed","Tue Jul 08 19:15:15 GMT 2025","","test_read_main_table","",""
"","44","test_create_antenna_xds_minimal","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_create_antenna_xds","",""
"","1","test_check_array_dtype_mismatch_constructor","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","1","test_check_array_extra_coord","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"Test xds has correct pixel values","190","test_xds_pixel_values","tests.unit.image","Tue Jul 08 19:15:07 GMT 2025","passed","Tue Jul 08 19:15:07 GMT 2025","xds_to_zarr_to_xds_test","test_image","",""
"","1","test_find_projected_min_max_array[in_min_max4-in_array4-expected_result4]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","1","test_mem_chunksize_to_dict[pseudo_xds0-main-expected_chunksize0-expected_error0]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","1","test_check_dict_constructor_defaults","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","0","test_mem_chunksize_to_dict_main[0.9-pseudo_xds1-expected_chunksize1-expected_error1]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","11","test_load_generic_table_pointing","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:14 GMT 2025","passed","Tue Jul 08 19:15:15 GMT 2025","","test_read","",""
"","0","test_convert_mjd_time[times2-expected_result2]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","34","test_load_generic_table_weather","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:15 GMT 2025","passed","Tue Jul 08 19:15:15 GMT 2025","","test_read","",""
"","0","test_parse_chunksize[input_chunksize2-main-xds2-expected_chunksize2-expected_error2]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","6","test_create_antenna_xds_minimal_wrong_antenna_ids","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_create_antenna_xds","",""
"","7","test_create_system_calibration_xds_without_opt","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_msv4_sub_xdss","",""
"
        Test reading compressed FITS files fails because not supported by memmapping
        ","247","test_compressed_fits_guard","tests.unit.image","Tue Jul 08 19:15:08 GMT 2025","passed","Tue Jul 08 19:15:08 GMT 2025","fits_to_xds_test","test_image","",""
"","0","test_check_chunksize[chunksize5-pointing-expectation5]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"Test that query raises an exception on empty DataTree","1","test_query_empty","tests.unit.measurement_set","Tue Jul 08 19:16:00 GMT 2025","passed","Tue Jul 08 19:16:00 GMT 2025","TestProcessingSetXdtErrors","test_processing_set_xdt","",""
"
        Test writing an xds which does not have an object name
        to a casa image.
        ","190","test_object_name_not_present","tests.unit.image","Tue Jul 08 19:14:53 GMT 2025","passed","Tue Jul 08 19:14:53 GMT 2025","xds_to_casacore","test_image","",""
"","4","test_load_generic_table_antenna","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:14 GMT 2025","passed","Tue Jul 08 19:15:14 GMT 2025","","test_read","",""
"","0","test_check_dict_optional","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","99","test_create_field_and_source_xds_minimal","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_create_field_and_source_xds","",""
"","1","test_schema_checked_wrap","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","33","test_create_partitions_ms_min_with_state_id","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:19 GMT 2025","passed","Tue Jul 08 19:15:19 GMT 2025","","test_partition_queries","",""
"
        Test writing an xds which has a numpy array as the
        sky data var to a casa image.
        ","230","test_writing_numpy_array_as_data_var","tests.unit.image","Tue Jul 08 19:14:53 GMT 2025","passed","Tue Jul 08 19:14:53 GMT 2025","xds_to_casacore","test_image","",""
"","0","test_get_field_and_source_xds","tests.unit.measurement_set","Tue Jul 08 19:16:00 GMT 2025","passed","Tue Jul 08 19:16:00 GMT 2025","","test_measurement_set_xdt","",""
"","1","test_table_has_column[ms_minimal_required-DATA-True]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","18","test_table_has_column_raises[generic_source_xds_min-ANTENNA1-expected_raises3]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","24","test_rename_and_interpoalte_to_time_main","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_msv4_sub_xdss","",""
"","0","test_find_projected_min_max_array[in_min_max11-in_array11-expected_result11]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","2","test_read_flat_col_chunk_sigma","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:15 GMT 2025","passed","Tue Jul 08 19:15:15 GMT 2025","","test_read","",""
"","1","test_check_array_constructor_array_style","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","1","test_table_has_column[ms_minimal_required-WEIGHT-True]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","1","test_declination_coord","tests.unit.image","Tue Jul 08 19:15:12 GMT 2025","passed","Tue Jul 08 19:15:12 GMT 2025","make_empty_lmuv_image_tests","test_image","",""
"","2","test_is_nested_ms_ant","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:14 GMT 2025","passed","Tue Jul 08 19:15:14 GMT 2025","","test_read","",""
"","0","test_time_coord","tests.unit.image","Tue Jul 08 19:15:12 GMT 2025","passed","Tue Jul 08 19:15:12 GMT 2025","make_empty_lmuv_image_tests","test_image","",""
"Test that the converted MS to PS complies with the datatree schema checker","220","test_check_datatree[Antennae_North.cal.lsrk.split.ms]","tests.unit.measurement_set","Tue Jul 08 19:15:23 GMT 2025","passed","Tue Jul 08 19:15:23 GMT 2025","TestLoadProcessingSet","test_load_processing_set","",""
"Test getting frequency axis from a processing set","175","test_get_freq_axis[Antennae_North.cal.lsrk.split.ms]","tests.unit.measurement_set","Tue Jul 08 19:16:13 GMT 2025","passed","Tue Jul 08 19:16:13 GMT 2025","TestProcessingSetXdtWithData","test_processing_set_xdt","",""
"","515","test_get_img_ds_block","tests.unit.image","Tue Jul 08 19:15:04 GMT 2025","passed","Tue Jul 08 19:15:05 GMT 2025","xds_to_zarr_to_xds_test","test_image","",""
"","1","test_pairing_function","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_optimised_functions","",""
"","2","test_is_nested_ms_ms_min","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:14 GMT 2025","passed","Tue Jul 08 19:15:14 GMT 2025","","test_read","",""
"Test xds level attributes","1","test_xds_attrs","tests.unit.image","Tue Jul 08 19:15:07 GMT 2025","passed","Tue Jul 08 19:15:07 GMT 2025","xds_to_zarr_to_xds_test","test_image","",""
"Test xds has correct pixel values","201","test_xds_pixel_values","tests.unit.image","Tue Jul 08 19:14:52 GMT 2025","passed","Tue Jul 08 19:14:52 GMT 2025","casa_image_to_xds_test","test_image","",""
"","44","test_create_antenna_xds_without_opt","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_create_antenna_xds","",""
"","0","test_mem_chunksize_to_dict_main[0.01-pseudo_xds2-expected_chunksize2-expected_error2]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","0","test_inverse_pairing_function","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_optimised_functions","",""
"","1","test_make_taql_where_between_min_max_empty","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","2","test_l_m_coord","tests.unit.image","Tue Jul 08 19:15:12 GMT 2025","passed","Tue Jul 08 19:15:12 GMT 2025","make_empty_sky_image_tests","test_image","",""
"","0","test_convert_casacore_time[times5-False-expected_result5]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","6","test_create_info_dicts_empty","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_msv4_info_dicts","",""
"","2","test_add_ephemeris_vars","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:14 GMT 2025","passed","Tue Jul 08 19:15:14 GMT 2025","","test_read","",""
"Test xds level attributes","2","test_xds_attrs","tests.unit.image","Tue Jul 08 19:14:52 GMT 2025","passed","Tue Jul 08 19:14:52 GMT 2025","casa_image_to_xds_test","test_image","",""
"","1","test_convert_mjd_time[times0-expected_result0]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","232","test_beam","tests.unit.image","Tue Jul 08 19:15:04 GMT 2025","passed","Tue Jul 08 19:15:04 GMT 2025","xds_to_zarr_to_xds_test","test_image","",""
"","0","test_parse_chunksize[input_chunksize1-pointing-None-expected_chunksize1-expected_error1]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"Test querying a processing set","252","test_query[Antennae_North.cal.lsrk.split.ms]","tests.unit.measurement_set","Tue Jul 08 19:16:17 GMT 2025","passed","Tue Jul 08 19:16:17 GMT 2025","TestProcessingSetXdtWithData","test_processing_set_xdt","",""
"","0","test_get_baseline_indices[unique_baselines1-baselines1-expected_output1]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_read_main_table","",""
"","1","test_add_units_measures","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:14 GMT 2025","passed","Tue Jul 08 19:15:14 GMT 2025","","test_read","",""
"Test xds has correct l and m values and attributes","1","test_xds_l_m_axis","tests.unit.image","Tue Jul 08 19:15:07 GMT 2025","passed","Tue Jul 08 19:15:07 GMT 2025","xds_to_zarr_to_xds_test","test_image","",""
"Test to verify metadata in two casacore images is the same","20","test_metadata","tests.unit.image","Tue Jul 08 19:15:01 GMT 2025","passed","Tue Jul 08 19:15:01 GMT 2025","casacore_to_xds_to_casacore","test_image","",""
"
        Test reading FITS files with bzero != 0 fails
        ","9","test_bzero_guard","tests.unit.image","Tue Jul 08 19:15:08 GMT 2025","passed","Tue Jul 08 19:15:08 GMT 2025","fits_to_xds_test","test_image","",""
"","0","test_find_projected_min_max_array[in_min_max9-in_array9-expected_result9]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","0","test_get_baseline_indices[unique_baselines0-baselines0-expected_output0]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_read_main_table","",""
"","1","test_schema_checked_no_annotation","tests.unit.schema","Tue Jul 08 19:17:34 GMT 2025","passed","Tue Jul 08 19:17:34 GMT 2025","","test_schema","",""
"","2","test_get_utimes_tol[where DATA_DESC_ID IN [0,1,2] AND SCAN_NUMBER = 1 AND STATE_ID = 0-expected_output3]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:15 GMT 2025","passed","Tue Jul 08 19:15:15 GMT 2025","","test_read_main_table","",""
"","32","test_create_partitions_ms_min_with_field","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:19 GMT 2025","passed","Tue Jul 08 19:15:19 GMT 2025","","test_partition_queries","",""
"","706","test_convert_and_write_partition_min","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:17 GMT 2025","","test_conversion","",""
"","0","test_time_coord","tests.unit.image","Tue Jul 08 19:15:12 GMT 2025","passed","Tue Jul 08 19:15:12 GMT 2025","make_empty_aperture_image_tests","test_image","",""
"","4","test_convert_and_write_partition_with_antenna1","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:17 GMT 2025","passed","Tue Jul 08 19:15:17 GMT 2025","","test_conversion","",""
"Test xds has correct stokes values","1","test_xds_polarization_axis","tests.unit.image","Tue Jul 08 19:14:52 GMT 2025","passed","Tue Jul 08 19:14:52 GMT 2025","casa_image_to_xds_test","test_image","",""
"","0","test_mem_chunksize_to_dict[pseudo_xds1-bar_wrong-expected_chunksize1-expected_error1]","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:16 GMT 2025","passed","Tue Jul 08 19:15:16 GMT 2025","","test_conversion","",""
"","0","test_table_exists[ms_tab_nonexistent-False]","tests.unit.measurement_set._utils._msv2._tables","Tue Jul 08 19:15:13 GMT 2025","passed","Tue Jul 08 19:15:13 GMT 2025","","test_read","",""
"","8","test_create_partitions_ms_empty","tests.unit.measurement_set._utils._msv2","Tue Jul 08 19:15:18 GMT 2025","passed","Tue Jul 08 19:15:18 GMT 2025","","test_partition_queries","",""
